,Frame,Engine,Engine Coords,Hand,Hand Coords
2549,0,+,"([[262, 1220], [734, 1905], [262, 1905], [734, 1220]], 498, 1562)",+,"([[428, 835], [844, 1111], [428, 1111], [844, 835]], 636, 973)"
2550,0,+,"([[259, 1218], [732, 1905], [259, 1905], [732, 1218]], 495, 1561)",+,"([[430, 834], [840, 1107], [430, 1107], [840, 834]], 635, 970)"
2551,0,+,"([[258, 1218], [731, 1904], [258, 1904], [731, 1218]], 494, 1561)",+,"([[434, 837], [842, 1101], [434, 1101], [842, 837]], 638, 969)"
2552,0,+,"([[256, 1221], [731, 1904], [256, 1904], [731, 1221]], 493, 1562)",+,"([[436, 850], [838, 1107], [436, 1107], [838, 850]], 637, 978)"
2553,0,+,"([[260, 1217], [735, 1903], [260, 1903], [735, 1217]], 497, 1560)",-,
2554,0,+,"([[268, 1218], [738, 1904], [268, 1904], [738, 1218]], 503, 1561)",+,"([[442, 871], [850, 1111], [442, 1111], [850, 871]], 646, 991)"
2555,0,+,"([[277, 1211], [743, 1902], [277, 1902], [743, 1211]], 510, 1556)",+,"([[794, 1066], [952, 1287], [794, 1287], [952, 1066]], 873, 1176)"
2556,0,+,"([[276, 1206], [746, 1902], [276, 1902], [746, 1206]], 511, 1554)",+,"([[834, 1032], [1019, 1263], [834, 1263], [1019, 1032]], 926, 1147)"
2557,0,+,"([[277, 1201], [747, 1901], [277, 1901], [747, 1201]], 512, 1551)",+,"([[429, 881], [850, 1111], [429, 1111], [850, 881]], 639, 996)"
2558,0,+,"([[277, 1201], [747, 1903], [277, 1903], [747, 1201]], 512, 1552)",+,"([[428, 884], [859, 1111], [428, 1111], [859, 884]], 643, 997)"
2559,0,+,"([[277, 1201], [745, 1902], [277, 1902], [745, 1201]], 511, 1551)",+,"([[423, 884], [859, 1112], [423, 1112], [859, 884]], 641, 998)"
2560,0,+,"([[275, 1200], [744, 1902], [275, 1902], [744, 1200]], 509, 1551)",+,"([[426, 897], [850, 1117], [426, 1117], [850, 897]], 638, 1007)"
2561,0,+,"([[276, 1201], [744, 1901], [276, 1901], [744, 1201]], 510, 1551)",+,"([[425, 898], [854, 1116], [425, 1116], [854, 898]], 639, 1007)"
2562,0,+,"([[276, 1196], [747, 1902], [276, 1902], [747, 1196]], 511, 1549)",+,"([[422, 884], [873, 1112], [422, 1112], [873, 884]], 647, 998)"
2563,0,+,"([[279, 1186], [753, 1905], [279, 1905], [753, 1186]], 516, 1545)",+,"([[423, 872], [881, 1107], [423, 1107], [881, 872]], 652, 989)"
2564,0,+,"([[276, 1169], [773, 1909], [276, 1909], [773, 1169]], 524, 1539)",+,"([[429, 858], [885, 1105], [429, 1105], [885, 858]], 657, 981)"
2565,0,+,"([[273, 1179], [781, 1910], [273, 1910], [781, 1179]], 527, 1544)",+,"([[430, 854], [868, 1103], [430, 1103], [868, 854]], 649, 978)"
2566,0,+,"([[272, 1183], [788, 1909], [272, 1909], [788, 1183]], 530, 1546)",+,"([[422, 863], [865, 1102], [422, 1102], [865, 863]], 643, 982)"
2567,0,+,"([[278, 1157], [799, 1913], [278, 1913], [799, 1157]], 538, 1535)",+,"([[425, 863], [859, 1109], [425, 1109], [859, 863]], 642, 986)"
2568,0,+,"([[278, 1150], [800, 1919], [278, 1919], [800, 1150]], 539, 1534)",+,"([[420, 861], [861, 1103], [420, 1103], [861, 861]], 640, 982)"
2569,0,+,"([[273, 1184], [793, 1909], [273, 1909], [793, 1184]], 533, 1546)",+,"([[399, 871], [842, 1120], [399, 1120], [842, 871]], 620, 995)"
2570,0,+,"([[276, 1183], [792, 1909], [276, 1909], [792, 1183]], 534, 1546)",+,"([[383, 863], [817, 1126], [383, 1126], [817, 863]], 600, 994)"
2571,0,+,"([[276, 1181], [789, 1909], [276, 1909], [789, 1181]], 532, 1545)",+,"([[364, 857], [806, 1120], [364, 1120], [806, 857]], 585, 988)"
2572,0,+,"([[278, 1180], [781, 1909], [278, 1909], [781, 1180]], 529, 1544)",+,"([[364, 867], [794, 1128], [364, 1128], [794, 867]], 579, 997)"
2573,0,+,"([[281, 1195], [772, 1908], [281, 1908], [772, 1195]], 526, 1551)",+,"([[369, 878], [785, 1152], [369, 1152], [785, 878]], 577, 1015)"
2574,0,+,"([[281, 1202], [765, 1905], [281, 1905], [765, 1202]], 523, 1553)",+,"([[366, 882], [788, 1151], [366, 1151], [788, 882]], 577, 1016)"
2575,0,+,"([[283, 1200], [767, 1906], [283, 1906], [767, 1200]], 525, 1553)",+,"([[373, 882], [792, 1149], [373, 1149], [792, 882]], 582, 1015)"
2576,0,+,"([[285, 1201], [770, 1904], [285, 1904], [770, 1201]], 527, 1552)",+,"([[374, 890], [810, 1154], [374, 1154], [810, 890]], 592, 1022)"
2577,0,+,"([[291, 1202], [773, 1905], [291, 1905], [773, 1202]], 532, 1553)",+,"([[376, 887], [829, 1148], [376, 1148], [829, 887]], 602, 1017)"
2578,0,+,"([[295, 1209], [774, 1905], [295, 1905], [774, 1209]], 534, 1557)",+,"([[373, 885], [840, 1141], [373, 1141], [840, 885]], 606, 1013)"
2579,0,+,"([[301, 1198], [781, 1910], [301, 1910], [781, 1198]], 541, 1554)",+,"([[380, 896], [842, 1147], [380, 1147], [842, 896]], 611, 1021)"
2580,0,+,"([[304, 1195], [785, 1909], [304, 1909], [785, 1195]], 544, 1552)",+,"([[381, 897], [858, 1139], [381, 1139], [858, 897]], 619, 1018)"
2581,0,+,"([[307, 1194], [792, 1904], [307, 1904], [792, 1194]], 549, 1549)",+,"([[382, 898], [867, 1156], [382, 1156], [867, 898]], 624, 1027)"
2582,0,+,"([[311, 1209], [798, 1905], [311, 1905], [798, 1209]], 554, 1557)",+,"([[387, 902], [875, 1141], [387, 1141], [875, 902]], 631, 1021)"
2583,0,+,"([[310, 1211], [811, 1905], [310, 1905], [811, 1211]], 560, 1558)",+,"([[387, 898], [880, 1133], [387, 1133], [880, 898]], 633, 1015)"
2584,0,+,"([[313, 1216], [818, 1907], [313, 1907], [818, 1216]], 565, 1561)",+,"([[390, 891], [886, 1134], [390, 1134], [886, 891]], 638, 1012)"
2585,0,+,"([[312, 1225], [832, 1906], [312, 1906], [832, 1225]], 572, 1565)",+,"([[388, 889], [892, 1132], [388, 1132], [892, 889]], 640, 1010)"
2586,0,+,"([[317, 1223], [842, 1907], [317, 1907], [842, 1223]], 579, 1565)",+,"([[392, 890], [890, 1134], [392, 1134], [890, 890]], 641, 1012)"
2587,0,+,"([[318, 1224], [840, 1909], [318, 1909], [840, 1224]], 579, 1566)",+,"([[418, 893], [895, 1141], [418, 1141], [895, 893]], 656, 1017)"
2588,0,+,"([[322, 1229], [821, 1907], [322, 1907], [821, 1229]], 571, 1568)",+,"([[435, 897], [887, 1139], [435, 1139], [887, 897]], 661, 1018)"
2589,0,+,"([[318, 1227], [833, 1910], [318, 1910], [833, 1227]], 575, 1568)",+,"([[441, 896], [895, 1141], [441, 1141], [895, 896]], 668, 1018)"
2590,0,+,"([[320, 1229], [817, 1909], [320, 1909], [817, 1229]], 568, 1569)",+,"([[453, 895], [900, 1136], [453, 1136], [900, 895]], 676, 1015)"
2591,0,+,"([[322, 1232], [811, 1910], [322, 1910], [811, 1232]], 566, 1571)",+,"([[464, 898], [897, 1151], [464, 1151], [897, 898]], 680, 1024)"
2592,0,+,"([[321, 1232], [798, 1911], [321, 1911], [798, 1232]], 559, 1571)",+,"([[477, 901], [903, 1154], [477, 1154], [903, 901]], 690, 1027)"
2593,0,+,"([[323, 1228], [799, 1911], [323, 1911], [799, 1228]], 561, 1569)",+,"([[481, 898], [903, 1140], [481, 1140], [903, 898]], 692, 1019)"
2594,0,+,"([[325, 1231], [802, 1914], [325, 1914], [802, 1231]], 563, 1572)",+,"([[478, 902], [911, 1131], [478, 1131], [911, 902]], 694, 1016)"
2595,0,+,"([[326, 1233], [803, 1914], [326, 1914], [803, 1233]], 564, 1573)",+,"([[466, 902], [904, 1140], [466, 1140], [904, 902]], 685, 1021)"
2596,0,+,"([[327, 1232], [805, 1913], [327, 1913], [805, 1232]], 566, 1572)",+,"([[441, 900], [894, 1151], [441, 1151], [894, 900]], 667, 1025)"
2597,0,+,"([[327, 1233], [804, 1910], [327, 1910], [804, 1233]], 565, 1571)",+,"([[419, 907], [876, 1167], [419, 1167], [876, 907]], 647, 1037)"
2598,0,+,"([[327, 1229], [804, 1908], [327, 1908], [804, 1229]], 565, 1568)",+,"([[407, 914], [854, 1173], [407, 1173], [854, 914]], 630, 1043)"
2599,0,+,"([[328, 1233], [804, 1908], [328, 1908], [804, 1233]], 566, 1570)",+,"([[403, 904], [850, 1175], [403, 1175], [850, 904]], 626, 1039)"
2600,0,+,"([[329, 1233], [805, 1907], [329, 1907], [805, 1233]], 567, 1570)",+,"([[394, 896], [835, 1176], [394, 1176], [835, 896]], 614, 1036)"
2601,0,+,"([[330, 1232], [817, 1909], [330, 1909], [817, 1232]], 573, 1570)",+,"([[380, 894], [822, 1164], [380, 1164], [822, 894]], 601, 1029)"
2602,0,+,"([[328, 1228], [831, 1909], [328, 1909], [831, 1228]], 579, 1568)",+,"([[387, 895], [828, 1167], [387, 1167], [828, 895]], 607, 1031)"
2603,0,+,"([[327, 1230], [835, 1909], [327, 1909], [835, 1230]], 581, 1569)",+,"([[385, 891], [826, 1165], [385, 1165], [826, 891]], 605, 1028)"
2604,0,+,"([[328, 1230], [814, 1907], [328, 1907], [814, 1230]], 571, 1568)",+,"([[392, 876], [837, 1154], [392, 1154], [837, 876]], 614, 1015)"
2605,0,+,"([[328, 1229], [821, 1907], [328, 1907], [821, 1229]], 574, 1568)",+,"([[395, 873], [854, 1146], [395, 1146], [854, 873]], 624, 1009)"
2606,0,+,"([[328, 1226], [825, 1908], [328, 1908], [825, 1226]], 576, 1567)",+,"([[397, 869], [863, 1128], [397, 1128], [863, 869]], 630, 998)"
2607,0,+,"([[327, 1223], [826, 1905], [327, 1905], [826, 1223]], 576, 1564)",+,"([[403, 872], [884, 1126], [403, 1126], [884, 872]], 643, 999)"
2608,0,+,"([[327, 1225], [827, 1905], [327, 1905], [827, 1225]], 577, 1565)",+,"([[432, 868], [898, 1133], [432, 1133], [898, 868]], 665, 1000)"
2609,0,+,"([[326, 1224], [831, 1905], [326, 1905], [831, 1224]], 578, 1564)",+,"([[455, 872], [934, 1146], [455, 1146], [934, 872]], 694, 1009)"
2610,0,+,"([[322, 1225], [834, 1904], [322, 1904], [834, 1225]], 578, 1564)",+,"([[467, 882], [945, 1159], [467, 1159], [945, 882]], 706, 1020)"
2611,0,+,"([[313, 1223], [825, 1906], [313, 1906], [825, 1223]], 569, 1564)",+,"([[466, 881], [949, 1158], [466, 1158], [949, 881]], 707, 1019)"
2612,0,+,"([[313, 1219], [821, 1905], [313, 1905], [821, 1219]], 567, 1562)",+,"([[460, 879], [940, 1165], [460, 1165], [940, 879]], 700, 1022)"
2613,0,+,"([[311, 1221], [812, 1907], [311, 1907], [812, 1221]], 561, 1564)",+,"([[453, 884], [931, 1170], [453, 1170], [931, 884]], 692, 1027)"
2614,0,+,"([[309, 1218], [805, 1906], [309, 1906], [805, 1218]], 557, 1562)",+,"([[442, 894], [915, 1177], [442, 1177], [915, 894]], 678, 1035)"
2615,0,+,"([[304, 1219], [797, 1908], [304, 1908], [797, 1219]], 550, 1563)",+,"([[429, 900], [898, 1191], [429, 1191], [898, 900]], 663, 1045)"
2616,0,+,"([[302, 1224], [794, 1910], [302, 1910], [794, 1224]], 548, 1567)",+,"([[423, 904], [896, 1212], [423, 1212], [896, 904]], 659, 1058)"
2617,0,+,"([[301, 1230], [791, 1911], [301, 1911], [791, 1230]], 546, 1570)",+,"([[422, 908], [902, 1190], [422, 1190], [902, 908]], 662, 1049)"
2618,0,+,"([[299, 1235], [788, 1910], [299, 1910], [788, 1235]], 543, 1572)",+,"([[424, 911], [913, 1182], [424, 1182], [913, 911]], 668, 1046)"
2619,0,+,"([[296, 1233], [786, 1908], [296, 1908], [786, 1233]], 541, 1570)",+,"([[418, 913], [909, 1223], [418, 1223], [909, 913]], 663, 1068)"
2620,0,+,"([[296, 1235], [785, 1909], [296, 1909], [785, 1235]], 540, 1572)",+,"([[411, 915], [898, 1219], [411, 1219], [898, 915]], 654, 1067)"
2621,0,+,"([[293, 1235], [783, 1909], [293, 1909], [783, 1235]], 538, 1572)",+,"([[409, 922], [889, 1276], [409, 1276], [889, 922]], 649, 1099)"
2622,0,+,"([[292, 1232], [783, 1909], [292, 1909], [783, 1232]], 537, 1570)",+,"([[408, 925], [885, 1283], [408, 1283], [885, 925]], 646, 1104)"
2623,0,+,"([[295, 1235], [784, 1909], [295, 1909], [784, 1235]], 539, 1572)",+,"([[405, 924], [899, 1233], [405, 1233], [899, 924]], 652, 1078)"
2624,0,+,"([[296, 1237], [783, 1910], [296, 1910], [783, 1237]], 539, 1573)",+,"([[407, 924], [901, 1259], [407, 1259], [901, 924]], 654, 1091)"
2625,0,+,"([[297, 1240], [784, 1910], [297, 1910], [784, 1240]], 540, 1575)",+,"([[414, 924], [908, 1254], [414, 1254], [908, 924]], 661, 1089)"
2626,0,+,"([[298, 1242], [783, 1910], [298, 1910], [783, 1242]], 540, 1576)",+,"([[429, 921], [912, 1266], [429, 1266], [912, 921]], 670, 1093)"
2627,0,+,"([[294, 1243], [781, 1912], [294, 1912], [781, 1243]], 537, 1577)",+,"([[429, 923], [907, 1228], [429, 1228], [907, 923]], 668, 1075)"
2628,0,+,"([[291, 1242], [778, 1910], [291, 1910], [778, 1242]], 534, 1576)",+,"([[431, 925], [902, 1198], [431, 1198], [902, 925]], 666, 1061)"
2629,0,+,"([[289, 1244], [778, 1910], [289, 1910], [778, 1244]], 533, 1577)",+,"([[443, 923], [898, 1191], [443, 1191], [898, 923]], 670, 1057)"
2630,0,+,"([[285, 1245], [775, 1911], [285, 1911], [775, 1245]], 530, 1578)",+,"([[451, 924], [899, 1186], [451, 1186], [899, 924]], 675, 1055)"
2631,0,+,"([[283, 1241], [775, 1910], [283, 1910], [775, 1241]], 529, 1575)",+,"([[455, 921], [894, 1236], [455, 1236], [894, 921]], 674, 1078)"
2632,0,+,"([[281, 1237], [773, 1907], [281, 1907], [773, 1237]], 527, 1572)",+,"([[457, 912], [892, 1172], [457, 1172], [892, 912]], 674, 1042)"
2633,0,+,"([[279, 1231], [774, 1904], [279, 1904], [774, 1231]], 526, 1567)",+,"([[457, 903], [893, 1215], [457, 1215], [893, 903]], 675, 1059)"
2634,0,+,"([[279, 1215], [774, 1901], [279, 1901], [774, 1215]], 526, 1558)",+,"([[458, 891], [896, 1155], [458, 1155], [896, 891]], 677, 1023)"
2635,0,+,"([[277, 1211], [775, 1902], [277, 1902], [775, 1211]], 526, 1556)",+,"([[460, 882], [884, 1189], [460, 1189], [884, 882]], 672, 1035)"
2636,0,+,"([[276, 1206], [770, 1902], [276, 1902], [770, 1206]], 523, 1554)",+,"([[447, 877], [889, 1197], [447, 1197], [889, 877]], 668, 1037)"
2637,0,+,"([[273, 1200], [770, 1902], [273, 1902], [770, 1200]], 521, 1551)",+,"([[430, 866], [880, 1189], [430, 1189], [880, 866]], 655, 1027)"
2638,0,+,"([[272, 1195], [769, 1898], [272, 1898], [769, 1195]], 520, 1546)",+,"([[422, 854], [887, 1140], [422, 1140], [887, 854]], 654, 997)"
2639,0,+,"([[278, 1176], [768, 1880], [278, 1880], [768, 1176]], 523, 1528)",+,"([[426, 858], [891, 1152], [426, 1152], [891, 858]], 658, 1005)"
2640,0,+,"([[279, 1172], [770, 1878], [279, 1878], [770, 1172]], 524, 1525)",+,"([[424, 852], [889, 1171], [424, 1171], [889, 852]], 656, 1011)"
2641,0,+,"([[282, 1162], [773, 1876], [282, 1876], [773, 1162]], 527, 1519)",+,"([[423, 848], [897, 1182], [423, 1182], [897, 848]], 660, 1015)"
2642,0,+,"([[286, 1154], [775, 1876], [286, 1876], [775, 1154]], 530, 1515)",+,"([[423, 843], [902, 1155], [423, 1155], [902, 843]], 662, 999)"
2643,0,+,"([[301, 1188], [776, 1855], [301, 1855], [776, 1188]], 538, 1521)",+,"([[425, 841], [911, 1099], [425, 1099], [911, 841]], 668, 970)"
2644,0,+,"([[306, 1145], [794, 1837], [306, 1837], [794, 1145]], 550, 1491)",+,"([[428, 828], [922, 1137], [428, 1137], [922, 828]], 675, 982)"
2645,0,+,"([[314, 1108], [795, 1859], [314, 1859], [795, 1108]], 554, 1483)",+,"([[435, 823], [931, 1089], [435, 1089], [931, 823]], 683, 956)"
2646,0,+,"([[318, 1116], [804, 1880], [318, 1880], [804, 1116]], 561, 1498)",+,"([[442, 816], [935, 1097], [442, 1097], [935, 816]], 688, 956)"
2647,0,+,"([[321, 1107], [809, 1829], [321, 1829], [809, 1107]], 565, 1468)",+,"([[450, 806], [945, 1100], [450, 1100], [945, 806]], 697, 953)"
2648,0,+,"([[331, 1095], [813, 1798], [331, 1798], [813, 1095]], 572, 1446)",+,"([[461, 803], [963, 1083], [461, 1083], [963, 803]], 712, 943)"
2649,0,+,"([[341, 1105], [827, 1787], [341, 1787], [827, 1105]], 584, 1446)",+,"([[471, 798], [967, 1076], [471, 1076], [967, 798]], 719, 937)"
2650,0,+,"([[347, 1096], [837, 1801], [347, 1801], [837, 1096]], 592, 1448)",+,"([[476, 792], [967, 1068], [476, 1068], [967, 792]], 721, 930)"
2651,0,+,"([[349, 1097], [842, 1785], [349, 1785], [842, 1097]], 595, 1441)",+,"([[478, 785], [966, 1033], [478, 1033], [966, 785]], 722, 909)"
2652,0,+,"([[350, 1059], [844, 1767], [350, 1767], [844, 1059]], 597, 1413)",+,"([[483, 773], [960, 1023], [483, 1023], [960, 773]], 721, 898)"
2653,0,+,"([[349, 1050], [841, 1744], [349, 1744], [841, 1050]], 595, 1397)",+,"([[479, 770], [957, 1018], [479, 1018], [957, 770]], 718, 894)"
2654,0,+,"([[345, 1054], [837, 1724], [345, 1724], [837, 1054]], 591, 1389)",+,"([[482, 762], [949, 1011], [482, 1011], [949, 762]], 715, 886)"
2655,0,+,"([[350, 1047], [846, 1728], [350, 1728], [846, 1047]], 598, 1387)",+,"([[477, 755], [946, 1009], [477, 1009], [946, 755]], 711, 882)"
2656,0,+,"([[352, 1045], [850, 1702], [352, 1702], [850, 1045]], 601, 1373)",+,"([[468, 756], [945, 1010], [468, 1010], [945, 756]], 706, 883)"
2657,0,+,"([[356, 1038], [840, 1698], [356, 1698], [840, 1038]], 598, 1368)",+,"([[457, 755], [942, 1014], [457, 1014], [942, 755]], 699, 884)"
2658,0,+,"([[359, 1043], [844, 1687], [359, 1687], [844, 1043]], 601, 1365)",+,"([[445, 747], [943, 998], [445, 998], [943, 747]], 694, 872)"
2659,0,+,"([[359, 1044], [825, 1678], [359, 1678], [825, 1044]], 592, 1361)",+,"([[435, 740], [936, 992], [435, 992], [936, 740]], 685, 866)"
2660,0,+,"([[354, 1029], [836, 1681], [354, 1681], [836, 1029]], 595, 1355)",+,"([[436, 727], [930, 981], [436, 981], [930, 727]], 683, 854)"
2661,0,+,"([[355, 1028], [863, 1673], [355, 1673], [863, 1028]], 609, 1350)",+,"([[426, 727], [924, 979], [426, 979], [924, 727]], 675, 853)"
2662,0,+,"([[348, 1031], [826, 1671], [348, 1671], [826, 1031]], 587, 1351)",+,"([[428, 720], [934, 977], [428, 977], [934, 720]], 681, 848)"
2663,0,+,"([[346, 1029], [824, 1673], [346, 1673], [824, 1029]], 585, 1351)",+,"([[434, 721], [929, 977], [434, 977], [929, 721]], 681, 849)"
2664,0,+,"([[355, 1027], [849, 1680], [355, 1680], [849, 1027]], 602, 1353)",+,"([[440, 726], [935, 981], [440, 981], [935, 726]], 687, 853)"
2665,0,+,"([[363, 1034], [867, 1688], [363, 1688], [867, 1034]], 615, 1361)",+,"([[458, 734], [924, 994], [458, 994], [924, 734]], 691, 864)"
2666,0,+,"([[380, 1057], [891, 1710], [380, 1710], [891, 1057]], 635, 1383)",+,"([[486, 758], [935, 1022], [486, 1022], [935, 758]], 710, 890)"
2667,0,+,[],-,
2668,0,+,"([[198, 202], [1042, 1192], [198, 1192], [1042, 202]], 620, 697)",+,"([[581, 846], [983, 1091], [581, 1091], [983, 846]], 782, 968)"
2669,0,+,"([[447, 1169], [949, 1837], [447, 1837], [949, 1169]], 698, 1503)",+,"([[583, 863], [980, 1129], [583, 1129], [980, 863]], 781, 996)"
2670,0,+,"([[460, 1211], [963, 1871], [460, 1871], [963, 1211]], 711, 1541)",+,"([[601, 898], [987, 1163], [601, 1163], [987, 898]], 794, 1030)"
2671,0,+,"([[455, 1239], [985, 1897], [455, 1897], [985, 1239]], 720, 1568)",+,"([[605, 950], [982, 1203], [605, 1203], [982, 950]], 793, 1076)"
2672,0,+,"([[436, 1299], [926, 1900], [436, 1900], [926, 1299]], 681, 1599)",+,"([[610, 981], [958, 1228], [610, 1228], [958, 981]], 784, 1104)"
2673,0,+,"([[414, 1320], [909, 1909], [414, 1909], [909, 1320]], 661, 1614)",+,"([[590, 1007], [952, 1257], [590, 1257], [952, 1007]], 771, 1132)"
2674,0,+,"([[400, 1362], [890, 1917], [400, 1917], [890, 1362]], 645, 1639)",+,"([[573, 1034], [918, 1286], [573, 1286], [918, 1034]], 745, 1160)"
2675,0,+,"([[385, 1414], [865, 1914], [385, 1914], [865, 1414]], 625, 1664)",+,"([[565, 1063], [930, 1317], [565, 1317], [930, 1063]], 747, 1190)"
2676,0,+,"([[374, 1420], [889, 1915], [374, 1915], [889, 1420]], 631, 1667)",+,"([[568, 1089], [927, 1346], [568, 1346], [927, 1089]], 747, 1217)"
2677,0,+,"([[378, 1439], [949, 1918], [378, 1918], [949, 1439]], 663, 1678)",+,"([[563, 1108], [944, 1374], [563, 1374], [944, 1108]], 753, 1241)"
2678,0,+,"([[390, 1446], [920, 1917], [390, 1917], [920, 1446]], 655, 1681)",+,"([[564, 1124], [951, 1390], [564, 1390], [951, 1124]], 757, 1257)"
2679,0,+,"([[394, 1426], [934, 1915], [394, 1915], [934, 1426]], 664, 1670)",+,"([[555, 1145], [951, 1385], [555, 1385], [951, 1145]], 753, 1265)"
2680,0,+,"([[396, 1470], [954, 1916], [396, 1916], [954, 1470]], 675, 1693)",+,"([[558, 1140], [954, 1406], [558, 1406], [954, 1140]], 756, 1273)"
2681,0,+,"([[394, 1419], [1011, 1914], [394, 1914], [1011, 1419]], 702, 1666)",+,"([[567, 1148], [977, 1409], [567, 1409], [977, 1148]], 772, 1278)"
2682,0,+,"([[403, 1469], [1015, 1912], [403, 1912], [1015, 1469]], 709, 1690)",+,"([[577, 1159], [964, 1437], [577, 1437], [964, 1159]], 770, 1298)"
2683,0,+,[],+,"([[590, 1182], [989, 1454], [590, 1454], [989, 1182]], 789, 1318)"
2684,0,+,[],+,"([[588, 1206], [987, 1483], [588, 1483], [987, 1206]], 787, 1344)"
2685,0,+,"([[419, 1489], [1031, 1912], [419, 1912], [1031, 1489]], 725, 1700)",+,"([[587, 1212], [998, 1478], [587, 1478], [998, 1212]], 792, 1345)"
2686,0,+,"([[400, 1489], [1054, 1919], [400, 1919], [1054, 1489]], 727, 1704)",+,"([[595, 1221], [1005, 1476], [595, 1476], [1005, 1221]], 800, 1348)"
2687,0,+,"([[422, 1529], [1015, 1916], [422, 1916], [1015, 1529]], 718, 1722)",+,"([[603, 1225], [973, 1493], [603, 1493], [973, 1225]], 788, 1359)"
2688,0,+,[],+,"([[587, 1225], [972, 1499], [587, 1499], [972, 1225]], 779, 1362)"
2689,0,+,"([[375, 1542], [972, 1919], [375, 1919], [972, 1542]], 673, 1730)",+,"([[568, 1225], [946, 1496], [568, 1496], [946, 1225]], 757, 1360)"
2690,0,+,"([[339, 1502], [1080, 1915], [339, 1915], [1080, 1502]], 709, 1708)",+,"([[540, 1212], [927, 1468], [540, 1468], [927, 1212]], 733, 1340)"
2691,0,+,"([[310, 1496], [942, 1909], [310, 1909], [942, 1496]], 626, 1702)",+,"([[532, 1197], [893, 1460], [532, 1460], [893, 1197]], 712, 1328)"
2692,0,+,[],+,"([[506, 1187], [882, 1452], [506, 1452], [882, 1187]], 694, 1319)"
2693,0,+,[],+,"([[165, 1384], [277, 1474], [165, 1474], [277, 1384]], 221, 1429)"
2694,0,+,"([[266, 1498], [726, 1920], [266, 1920], [726, 1498]], 496, 1709)",+,"([[137, 1324], [246, 1524], [137, 1524], [246, 1324]], 191, 1424)"
2695,0,+,"([[242, 1500], [800, 1911], [242, 1911], [800, 1500]], 521, 1705)",+,"([[438, 1167], [804, 1430], [438, 1430], [804, 1167]], 621, 1298)"
2696,0,+,"([[223, 1480], [772, 1915], [223, 1915], [772, 1480]], 497, 1697)",+,"([[411, 1160], [800, 1438], [411, 1438], [800, 1160]], 605, 1299)"
2697,0,+,"([[205, 1481], [714, 1913], [205, 1913], [714, 1481]], 459, 1697)",+,"([[388, 1148], [766, 1419], [388, 1419], [766, 1148]], 577, 1283)"
2698,0,+,[],+,"([[373, 1128], [757, 1397], [373, 1397], [757, 1128]], 565, 1262)"
2699,0,+,[],+,"([[345, 1112], [729, 1372], [345, 1372], [729, 1112]], 537, 1242)"
2700,0,+,"([[120, 1416], [586, 1914], [120, 1914], [586, 1416]], 353, 1665)",+,"([[316, 1086], [722, 1355], [316, 1355], [722, 1086]], 519, 1220)"
2701,0,+,"([[95, 1399], [549, 1920], [95, 1920], [549, 1399]], 322, 1659)",+,"([[301, 1060], [671, 1324], [301, 1324], [671, 1060]], 486, 1192)"
2702,0,+,"([[70, 1373], [525, 1920], [70, 1920], [525, 1373]], 297, 1646)",+,"([[280, 1043], [664, 1308], [280, 1308], [664, 1043]], 472, 1175)"
2703,0,+,"([[55, 1352], [494, 1916], [55, 1916], [494, 1352]], 274, 1634)",+,"([[268, 1029], [652, 1289], [268, 1289], [652, 1029]], 460, 1159)"
2704,0,+,"([[38, 1356], [470, 1908], [38, 1908], [470, 1356]], 254, 1632)",+,"([[246, 1016], [633, 1272], [246, 1272], [633, 1016]], 439, 1144)"
2705,0,+,"([[26, 1314], [465, 1912], [26, 1912], [465, 1314]], 245, 1613)",+,"([[240, 1006], [630, 1255], [240, 1255], [630, 1006]], 435, 1130)"
2706,0,+,"([[21, 1304], [464, 1915], [21, 1915], [464, 1304]], 242, 1609)",+,"([[234, 999], [623, 1245], [234, 1245], [623, 999]], 428, 1122)"
2707,0,+,"([[21, 1297], [464, 1918], [21, 1918], [464, 1297]], 242, 1607)",+,"([[234, 996], [613, 1242], [234, 1242], [613, 996]], 423, 1119)"
2708,0,+,"([[19, 1302], [466, 1917], [19, 1917], [466, 1302]], 242, 1609)",+,"([[235, 997], [618, 1243], [235, 1243], [618, 997]], 426, 1120)"
2709,0,+,"([[20, 1315], [466, 1915], [20, 1915], [466, 1315]], 243, 1615)",+,"([[231, 998], [627, 1253], [231, 1253], [627, 998]], 429, 1125)"
2710,0,+,"([[24, 1309], [466, 1912], [24, 1912], [466, 1309]], 245, 1610)",+,"([[220, 1006], [634, 1268], [220, 1268], [634, 1006]], 427, 1137)"
2711,0,+,"([[27, 1308], [465, 1913], [27, 1913], [465, 1308]], 246, 1610)",+,"([[220, 1016], [649, 1263], [220, 1263], [649, 1016]], 434, 1139)"
2712,0,+,"([[28, 1326], [466, 1911], [28, 1911], [466, 1326]], 247, 1618)",+,"([[225, 1012], [640, 1278], [225, 1278], [640, 1012]], 432, 1145)"
2713,0,+,"([[29, 1327], [476, 1912], [29, 1912], [476, 1327]], 252, 1619)",+,"([[230, 1013], [645, 1285], [230, 1285], [645, 1013]], 437, 1149)"
2714,0,+,"([[46, 1330], [484, 1916], [46, 1916], [484, 1330]], 265, 1623)",+,"([[240, 1015], [653, 1277], [240, 1277], [653, 1015]], 446, 1146)"
